,timestamp,tweet
0,2015-08-03 21:45:12,RT @aficionado: Loving @webscriptio by @smarx. Just built an API monitor in a couple of hours https://t.co/BJfspsUmeJ http://t.co/iF9XtBoBQU
1,2015-08-03 00:15:37,RT @indizen_insight: When Data Cleaning Meets Crowdsourcing https://t.co/E7UqJSwDcW #datascience via @DiegoKuonen @bigdata @amplab http://t…
2,2015-06-03 17:49:09,"US economy adds 295,000 jobs in February http://t.co/SqkatWaqnl"
3,2015-06-03 16:44:37,RT @DiegoKuonen: MT @larrykim: Great stuff @robhof ― Eye tracking study reveals how we read #Google results: http://t.co/vIXRi1AHAl http://…
4,2015-06-03 13:04:45,"RT @ndiakopoulos: Folks asking for my slides on text visualization at #NICAR15, here they are: http://t.co/kfqbTBzjI6"
5,2015-06-03 12:56:12,Google Stanford use deep learning for drug discovery http://t.co/DYaVj9tGob #datascience #MachineLearning http://t.co/OzcA74dAUR
6,2015-05-03 15:16:07,RT @rasbt: @halflings Maybe it is useful: I have a little convenience function to plot 2D dec. regions: http://t.co/eF5vsh4iLH http://t.co/…
7,2015-05-03 15:14:30,"RT @github: What do GitHub, Google, Twitter, and Microsoft have in common? We're all speaking at Git Merge. http://t.co/gQMZiu92xb"
8,2015-04-03 17:03:47,"RT @KirkDBorne: Future of #DataScience = #LinkedData (Smart Data) Mining &amp; Analysis &lt;&gt; ('All the world is a graph', Shakespeare?) http://t.…"
9,2015-02-03 04:17:28,RT @rasbt: 'Design critique' A great how-to-make-an-effective-graphic post by @randal_olson http://t.co/p5Mu10Idx7 http://t.co/3QU3o7Kehi
10,2015-01-03 17:33:21,"RT @rasbt: 'Machine Learning Done Wrong' - some useful advice for the practitioner! Maybe old had, but still worth mentioning: http://t.co/…"
11,2015-28-02 19:31:32,@rasbt Regularized logistic regression with cross-validation to choose regularizer parameter  http://t.co/moUWXwsgu2 http://t.co/0HKURnUsgN
12,2015-28-02 14:15:25,"@rasbt I was implementing a logistic regression, and had convergence issues! Then I remembered your hint on normalization, so thanks! :)"
13,2015-28-02 01:09:55,RT @AngelaZutavern: The history of #machinelearning from the inside out http://t.co/jCKM1teZgP #datascience #bigdata http://t.co/APB1nKNfyq
14,2015-27-02 05:11:17,"Amazing TED talk: impressive visualization of child survival, family size &amp; GDP in world #datascience #statistics http://t.co/Ko3gDMoU50"
15,2015-27-02 02:09:29,"#python Optimizing Python in the Real World: NumPy, Numba, and the NUFFT (Fast Fourier Transformation) by @jakevdp https://t.co/6m8eOvhmDd"
16,2015-26-02 23:58:38,#datascience #python Understanding users through Twitter data and #machinelearning http://t.co/guepzwPCM7 http://t.co/k9GyeaLtUc
17,2015-24-02 03:19:42,RT @rasbt: I'd like to conclude my weekend studies with this ;) 'A Deep Learning Tutorial: From Perceptrons to Deep Networks' http://t.co/i…
18,2015-22-02 18:54:31,"@rasbt Effective research using @IPythonDev This way, I will know the results and how to repeat the analyses #python http://t.co/g3lZsIHk5U"
19,2015-21-02 20:55:48,"@rasbt @miha_jlo yeah, we will submit to another related conference soon! But too bad to miss KDD!!"
20,2015-21-02 20:27:31,@rasbt @miha_jlo yeah I couldn't make it! :(
21,2015-21-02 12:33:34,"“@ArnoCandel: Check out the H2O #DeepLearning booklet: https://t.co/3CxJ7F1XyI
@h2oai #datascience http://t.co/fDmwbUzJGt”"
22,2015-21-02 12:27:57,RT @freakonometrics: RT @ismat: What a stunning shot of the ice surrounding NYC during today's frigid temps. http://t.co/DhSgA1VAsF
23,2015-20-02 05:34:16,Baidu’s Andrew Ng (who made thousands into #DataScience) on Deep Learning and Innovation in Silicon Valley http://t.co/2TVl8rH0yh via @WSJD
24,2015-19-02 21:50:06,@randal_olson @rasbt @nvenkataraman1 There is one in R: library(arule) and very straight-forward to use! :) http://t.co/C2k0XjSGkR
25,2015-19-02 17:28:33,K-means clustering of US senators based on their votes: democrats partitioned into 2 clusters #DataScience #python http://t.co/jiFNXSYW7N
26,2015-18-02 21:17:35,#machinelearning #datascience Generative vs. Discriminative models! Which one is better? http://t.co/mzMev9KpLo
27,2015-17-02 13:11:09,@inancgumus @rasbt There is a penalty for model complexity ln det (I + phi^T phi) which http://t.co/ywWzJ48KnS
28,2015-17-02 12:57:01,"@inancgumus @rasbt Bayesian model selection estimates marginal likelihood Pr(D|M) by integrating over a family of models, without splitting"
29,2015-16-02 23:15:30,@rasbt lets train a regression with 25 samples! Then we test our models on much larger dataset and compare! We'll learn something new!
30,2015-16-02 23:11:31,"@rasbt in my opinion, it matters a lot when you have a small dataset! We should compare them and see what's better! I will use Bayesian! ;)"
31,2015-16-02 13:16:43,10 #machinelearning lessons from Netflix Data and models are great. But the right evaluation approach is even better http://t.co/Z3ePWiEDco
32,2015-15-02 04:00:37,@rasbt Yeah! I think we can make a deep discussion on this topic! ;)
33,2015-15-02 01:01:37,"@GeneticSequence Cool! I love R! In this kNN classification, I varied k=1..N, and LOO-CrossValidation, without any 'for-loop'! :)"
34,2015-15-02 00:55:19,@rasbt The advantage is that you can use the entire dataset to train your model which at the end will generalize better! More data is better
35,2015-14-02 19:57:49,Speeding up kNN classifier with k-d tree nearest neighbour search in #R package #RANN  #datascience #machinelearning http://t.co/63ggxne0xX
36,2015-14-02 18:08:46,Writing a short kNN classifier in #R with Leave-One-Out CrossValidaton to find the optimal K  #datascience http://t.co/N9gfq0saNj
37,2015-14-02 13:37:34,@rasbt #Bayesian model selection allows you to use all the #data for training (no cross-validation) and still estimate the accuracy!
38,2015-12-02 14:26:07,RT @rasbt: Slides of my little seminar today 'Intro. to Supervised Machine Learning and Pattern Classification': http://t.co/CpGwkAyCR9 via…
39,2015-12-02 01:36:43,Bayesian learning in regression: update the parameter distn. after any new sample point #datascience #statistics http://t.co/qUtzoS9OXZ
40,2015-05-02 16:49:13,Step by step working with text data (NLP) in #Python #DataScience #MachineLearning http://t.co/MKigxOC3gg http://t.co/AbIwcGIGkT
41,2015-04-02 00:08:38,RT @rasbt: 'Visualizing DBSCAN Clustering' -- That's so cool (btw. my fav. Swiss Army knife clust. algo) http://t.co/pm8llLC2KY http://t.co…
42,2015-02-02 03:07:00,Spatial Clustering using #DBSCAN and graph connected components #MachineLearning #DataScience http://t.co/cwpswxrd0p http://t.co/2o9vZQhkxK
43,2015-01-02 03:18:35,"RT @kdnuggets: Good list of #MachineLearning Resources, #DeepLearning, Graphical Models, Ensemble Methods ... http://t.co/3q44n4KLtT http:/…"
44,2015-31-01 15:19:01,Always discard the first n/e candidates to maximize the #probability of finding the best one http://t.co/lAEWWZI9Ey http://t.co/8PGFAY8X22
45,2015-31-01 15:05:09,"RT @kdnuggets: #DeepLearning Lessons: Not only Google can do it, it needs #BigData, not based on the brain http://t.co/bBmMMh7yre http://t.…"
46,2015-30-01 04:44:58,"@partiallyd Since you've been comparing R &amp; Python, clustering a dataset w/ #DBSCAN in R took 78sec, and scikit-learn 1186 sec! Cheers to R!"
47,2015-29-01 17:10:25,"RT @kdd_news: Watch #kdd2014 talks and videos! @kdd_news #kdd2015
http://t.co/QEBh6FDkEo"
48,2015-27-01 18:02:59,RT @mjcavaretta: MT @vmirly: A tutorial for using #DeepLearning fo facial key-point detection on #kaggle http://t.co/Tf1sM61Pax #machinelea…
49,2015-27-01 01:13:40,RT @jtoy: deep learning reading list http://t.co/RaoASoGwSM
50,2015-26-01 20:16:58,"RT @DebuggingData: Probabilistic Techniques, Data Streams and Online Learning http://t.co/bUG7uX2W8v"
51,2015-26-01 20:15:41,Practical #datascience  in #python  http://t.co/IiWOGglbRh
52,2015-24-01 20:54:53,#Probability Distn. of sum of independet discrete random numbers (S_n) obtained using convolution of probabilities http://t.co/a13TsQxzQE
53,2015-24-01 20:33:40,RT @acohenNY: http://t.co/vNCSbZb0wy
54,2015-24-01 18:30:19,RT @rasbt: @vmirly as unsupervised learning &amp; clustering guy I thought you might like this article.  http://t.co/w3Ml3m0tb1
55,2015-24-01 18:30:16,@rasbt nice article! Thanks
56,2015-22-01 22:49:16,"In regression analysis, the expected loss can be decomposed into three parts: E(L)= bias^2 + variance + noise"
57,2015-19-01 22:18:23,@rasbt Its amazing how using probability techniques my expected value matches with the mean of experiment values http://t.co/ErhxXUdcsz
58,2015-19-01 16:17:24,@rasbt Final solution: having 2 positive test results will increase the chance of having the disease 90 folds as expected intuitively!
59,2015-19-01 15:20:30,"@rasbt i.e. P(++|ill)~B(2,p) with p=success rate! But I will solve this to see if repeating a test would increase the confidence or not!"
60,2015-19-01 15:11:41,@rasbt We want P(ill|++)? Which according to #bayesian is P(++|ill)*P(ill)/P(++) and I can use binomial distribution with 2 Bernoulli trials
61,2015-19-01 14:51:15,"@rasbt yeah! Assuming that the test is iid, so basically you repeat the test twice and intuitively I would expect to get more confident"
62,2015-19-01 14:41:30,@rasbt we have a prior P(ill) and likelihood P(+|ill) and P(+|healthy)! Now we want posterior probability P(ill|++)
63,2015-19-01 14:38:56,"RT @syvylyze: #RegressionAnalysis using #R explained!
#DataScience #DataScientist #Statistics 
http://t.co/GzOYt3FWTi http://t.co/XxHm4rzVs5"
64,2015-19-01 14:05:06,@rasbt so probability of getting positive in a test for an ill person is 0.99! If we repeat the test twice and both cases we get + result
65,2015-19-01 14:02:44,"@rasbt sorry for confusion, I didn't mean the evidence term! I meant if we observe a test multiple times"
66,2015-19-01 05:44:24,"In #bayesian theory having a fixed prior and conditional probability, how does repeating an evidence would chage the posterior probability?"
67,2015-17-01 23:32:44,"@rasbt nice job! Those kind of unlucky situations are rare, so as along as you have good predictions you net outcome will be positive! :)"
68,2015-15-01 19:37:28,A tutorial for using #DeepLearning fo facial key-point detection on #kaggle http://t.co/rybSeJdOJJ
69,2015-13-01 21:28:03,RT @GMcareersDonna: Most popular data science skills  http://t.co/Kjm0qzhtPS #datascience #bigdata #informationtechnology
70,2015-13-01 00:01:19,"RT @IBMPureSystems: With the right data warehouse appliance, #bigdata doesn't have to be hard. Here's 2 reasons customers love #PureData ht…"
71,2015-11-01 07:22:18,A support vector method for #clustering #MachineLearning http://t.co/IVrHuSEKUy http://t.co/5n4Jhc8d7r
72,2015-11-01 06:47:44,"RT @pythontrending: dataset - Easy-to-use data handling for SQL data stores in Python with support for implicit table creation, bulk ... ht…"
73,2015-09-01 02:52:10,"Interesting tricks for efficient programming in #Python from dictionaries, lists to collections http://t.co/vYqm8CsVbz"
74,2015-09-01 02:09:29,RT @ryansweb: Data flow for deep neural network by @nvidia using #NVIDIADRIVE &amp; @GPUComputing. Coming soon to every car... http://t.co/tg2E…
75,2015-08-01 18:47:59,Map your #twitter followers by http://t.co/qBD3Evq1Ts @RandalScottKing
76,2015-05-01 22:50:23,@rasbt looks great!
77,2015-05-01 22:50:10,"RT @rasbt: @vmirly hach, I am so excited about my latest #Regression model for #soccer #predictions . Look at that! http://t.co/9LDv6PBd1p"
78,2015-05-01 04:24:06,"RT @WSJ: From the Uber of X to personal assistant apps, here are tech trends to watch in 2015: http://t.co/0GUs3lvBcQ http://t.co/YL4F20TsWT"
79,2015-04-01 05:52:15,"Really nice informative visualization comparing social networks @GeneticSequence: Twitter: Idle, Browse, or Chat? http://t.co/axHiLmf1W6”"
80,2015-03-01 06:26:14,"RT @rasbt: @vmirly u were looking for #Python BeautifulSoup ex., right? My notebook how I scrape the web for #PremierLeague data http://t.c…"
81,2015-03-01 02:49:22,"RT @rasbt: 'TalkingMachines: a new podcast featuring interviews with Geoff Hinton, Yann Lecun, Yoshua Bengio ...!' Perfect!! http://t.co/H9…"
82,2015-03-01 02:44:06,RT @prokopp: Yay! @Hortonworks Data Platform (HDP) 2.2 sandbox is available (http://t.co/Qoqztas0ji). Good for testing/hacking #Hadoop in t…
83,2015-02-01 23:42:25,@rasbt awesome! I would love to have your feedback when you use it
84,2015-02-01 22:36:31,@rasbt The first #clustering analysis using #valclust! Comparing histograms of intra and inter cluster distances! http://t.co/Zn1ZG00RGW
85,2015-02-01 22:08:58,@rasbt good start in 2015! :)
86,2015-02-01 22:05:03,"@rasbt cool! Great job! What method did you use? SVM, naive Bayes or deep learning?"
87,2015-02-01 00:54:19,#DataScience #machinelearning Building Language Detector via Scikit-Learn http://t.co/2Zwl8tzi1I http://t.co/0IVoUAk7xi
88,2015-01-01 19:35:37,"RT @randal_olson: China's population, 1990-2050. #dataviz

Source: http://t.co/zRXooMYhL7 http://t.co/M2MzIlAKBZ"
89,2015-01-01 16:04:57,RT @HEPfeickert: A nice no BS overview. RT @chiochia: A statistician's view on #bigdata and #DataScience by @DiegoKuonen. Nice read. http:/…
90,2014-31-12 06:07:46,RT @JohnAlexWelch: Cluster #Analysis of the @NFL’s Top Wide Receivers  http://t.co/jlvZoigfsA #data #sports
91,2014-29-12 01:32:57,RT @prokopp: Data matters. Algorithms less. @mhausenblas at #hadoopsummit http://t.co/Cj1sl5bLdO
92,2014-29-12 00:46:19,ROC score of 90% in sentiment analysis of movie reviews using multinomial naive Bayes #MachineLearning #DataScience https://t.co/kbQGpofWHX
93,2014-28-12 23:55:46,RT @Ayasdi: Topological Data Analysis: A Framework for Machine Learning http://t.co/T4rcNUpufl #bigdata #topology http://t.co/vpv2HcMzSH
94,2014-27-12 14:03:42,"RT @JPRRNews: Chemiresistive Sensor, Odor Classification http://t.co/irkZKxCEEP #security #bigdata #patternrecognition #safety http://t.co/…"
95,2014-26-12 03:29:05,#DataScience Data mining the 'hottest skills of 2014' according to LinkedIn http://t.co/bbmSBoBsDp
96,2014-25-12 23:47:39,@rasbt interesting! Which model? Bernoulli or multinominal?
97,2014-25-12 23:05:51,Simpler #R coding with pipes  the present and future of the magrittr package http://t.co/tBo7WAq9Gu
98,2014-25-12 22:58:31,"Interview with Yann Lecun, Facebook at Data Driven NYC about #deeplearning // Dec 2014: http://t.co/Yq6kucTLOe"
99,2014-25-12 22:16:50,About 2% of electricity is used by datacenters! #bigdata http://t.co/WgLCbwWcAA via @datacentretech
100,2014-25-12 19:12:45,@rasbt oh yeah! This is good data to optimize my #classifier! Thanks
101,2014-25-12 18:12:33,"@rasbt yes, great hands on experience with a real world application of #datascience"
102,2014-25-12 17:32:03,@rabt Merry Xmas made by #R! Let's see what #matplotlib can make! :D http://t.co/bOqyYMp1A4
103,2014-25-12 17:28:32,RT @RLangTip: #rstats A couple of R Merry Christmas wishes! http://t.co/E2pnLyotWN and http://t.co/iT0vaWz2Fq
104,2014-25-12 17:24:01,RT @KirkDBorne: National #DataScience Bowl - let the data scientist games begin! May the odds be ever in your favor. http://t.co/ofuph5NbRo…
105,2014-25-12 17:17:53,@rasbt I made my first submission for IMDB movie reviews #classification NB and got 0.788 #Machinelearning #kaggle http://t.co/aNZQyf4JLn
106,2014-25-12 06:47:58,Some useful tricks to speed up #pandas calculations for large datasets by @rasbt http://t.co/0PIAaIOycX #python #bigdata
107,2014-25-12 01:12:18,@rasbt Merry Christmas to you too my friend!
108,2014-25-12 01:09:26,"RT @rasbt: @vmirly An honest comment from an R user 'Life Is Short, Use Python' ;) http://t.co/egxqSVF7DO"
109,2014-24-12 22:30:08,@rasbt music mood #classifier is working very well! I checked 'Last Christmas by Taylor Swift' which is classified as sad!
110,2014-24-12 14:25:53,“@startupml: interpreting random forests http://t.co/Mkh1BscqZR #machinelearning http://t.co/dwF0qrEDOp”
111,2014-24-12 14:23:33,"RT @rasbt: The Cost of Healthy Eating: https://t.co/WiPr1b8XQ1 via @plotlygraphs No, I don't let it discourage me! http://t.co/F7LJKvSWuh"
112,2014-24-12 02:34:07,RT @bigdataconf: 8 big trends in #bigdata #analytics #7 : Deep Learning http://t.co/Y0CpLLSbJR #datascience #machinelearning
113,2014-23-12 21:24:33,"RT @rasbt: @vmirly Also regarding my sports prediction models: “Information is the oil of the 21st century, and analytics is the combustion…"
114,2014-23-12 02:33:19,“@pickover: For you math nerds. A mysterious &amp; wonderful proof that pi=4. At which step does it go wrong? http://t.co/n1KZEvanYE”
115,2014-22-12 22:39:58,RT @DeepLearningHub: IBM detects skin cancer more quickly with visual machine learning (Cognitive Computing) http://t.co/SfRdFKOe36
116,2014-22-12 22:13:55,"“@analyticbridge: More than 100 #datascience, analytics, #bigdata, visualization books: http://t.co/TffBt33QPX”"
117,2014-22-12 21:52:36,RT @shaheedsr: The percentage of female students entering university in #Iran declined 13%+ after gender-rationing policies applied http://…
118,2014-22-12 21:44:16,#DataScience Large Scale Deep Learning by #Google http://t.co/qWdwcyV7IT http://t.co/FTkk9hBYmJ
119,2014-22-12 21:32:37,RT @rasbt: The 'Top 30 #Python Projects In GitHub' - a nice collection to browse through over the holidays! http://t.co/qKrbf8Sgxz
120,2014-22-12 21:32:11,RT @vijaypande: New blog post: Support from NVIDIA's Compute the Cure via Folding@home: I'm happy to announce that ... http://t.co/en5b2Yge…
121,2014-22-12 14:02:10,RT @rasbt: Sounds like @AndrewYNg is having a good time at Baidu! Congrats! 'Breakthrough In Speech Recognition[...]' http://t.co/4y2vfwyg2J
122,2014-20-12 16:19:23,#datascience podcast Episode 5: The Remarkably Sober One http://t.co/24Cn0o9NfC
123,2014-20-12 16:14:24,Google Research Blog: Automatically making sense of #data http://t.co/bECyyEAcWi via @googleresearch
124,2014-20-12 15:56:35,RT @sqlpros: From Data to Operationalized ML in 60 Minutes - Machine Learning - TechNet Blogs http://t.co/lERObSBUvw #sql #sqlserver #ML #M…
125,2014-20-12 14:12:11,RT @mbnsolutions: #data is the new #oil - #bigdata http://t.co/SXLJVWcfnw
126,2014-20-12 01:24:12,RT @DaveRubal: '@KirkDBorne: 4 main languages for #Analytics #DataMining #DataScience: http://t.co/GTpfkCa0ke @kdnuggets #BigData http://t.…
127,2014-19-12 02:00:56,#datascience #machinelearning - Facebook offers solution to end drunken posts; classify drunk from sober pictures http://t.co/40KgvpkuW7
128,2014-18-12 16:52:47,The Top Mistakes Developers Make When Using Python for #bigdata Analytics http://t.co/xArjsejNPk via @airpair
129,2014-17-12 22:59:30,@AwahidTweets @rasbt Subspace #clustering can then be used to address high dimensional data: http://t.co/fxOvC8vn3n
130,2014-17-12 22:58:27,@AwahidTweets @rasbt The issue with #clustering high-dimensional data is that the feature space becomes sparse (same is true for text)
131,2014-16-12 03:29:07,@rasbt I am curious to see how would LDA/MDA performs on these spiral shaped data #datascience http://t.co/rmOslA3hHj
132,2014-16-12 02:37:48,@rasbt here is my growing gallery of synthetic datasets for testing #clustering #datascience http://t.co/q1Uh7QXGbT http://t.co/JjIQqRsqgD
133,2014-14-12 20:41:27,RT @gjreda: Want to learn #python's pandas? Good news: video of my #pydata talk is up. Bad news: have to listen to me for 75 min. http://t.…
134,2014-13-12 03:52:57,Scientists See Promise in Deep-Learning Programs http://t.co/BgOWS3brzn
